Rosay	person-other
over	O
the	O
production	O
run	O
.	O

The	O
engine	O
was	O
primarily	O
developed	O
for	O
the	O
United	organization-other
States	organization-other
Army	organization-other
's	O
RAH-66	product-airplane
Comanche	product-airplane
armed	O
reconnaissance	O
helicopter	O
,	O
but	O
has	O
also	O
found	O
use	O
in	O
commercial	O
applications	O
.	O

Coffey	person-other
's	O
Piper	product-airplane
Tri-Pacer	product-airplane
135	product-airplane
aircraft	product-airplane
was	O
scheduled	O
to	O
be	O
on	O
exhibit	O
from	O
2016	O
at	O
the	O
Octave	building-other
Chanute	building-other
Aerospace	building-other
Museum	building-other
as	O
part	O
of	O
the	O
exhibit	O
,	O
``	O
Barnstormers	O
,	O
Wing-walkers	O
,	O
and	O
Entrepreneurs	O
:	O
150	O
Years	O
of	O
Aviation	O
in	O
Illinois	location-GPE
``	O
.	O

In	O
February	O
1988	O
,	O
Südavia	product-airplane
began	O
to	O
work	O
closely	O
with	O
DLT	O
and	O
that	O
led	O
to	O
the	O
introduction	O
of	O
the	O
Embraer	O
EMB	O
120	O
Brasilia	O
acquired	O
from	O
DLT	O
.	O

On	O
7	O
August	O
1971	O
,	O
``	O
Okinawa	product-airplane
``	O
was	O
the	O
recovery	O
ship	O
for	O
the	O
Apollo	O
15	O
capsule	O
and	O
crew	O
of	O
the	O
fourth	O
crewed	O
Apollo	O
program	O
lunar	O
landing	O
mission	O
.	O

Horizon	organization-company
Air	organization-company
's	O
inaugural	O
destinations	O
in	O
1981	O
were	O
Pasco	location-GPE
,	O
Seattle	location-GPE
,	O
and	O
Yakima	location-GPE
,	O
Washington	location-GPE
which	O
were	O
served	O
with	O
two	O
wet	O
leased	O
Fairchild	product-airplane
F-27	product-airplane
turboprop	O
aircraft	O
.	O

The	O
aircraft	O
also	O
carried	O
the	O
RAF	organization-other
serial	O
number	O
XF629	product-airplane
allotted	O
to	O
this	O
aircraft	O
for	O
use	O
during	O
trooping	O
flights	O
only	O
.	O

A	O
single-engined	O
biplane	O
,	O
the	O
Hyena	product-airplane
was	O
designed	O
against	O
an	O
RAF	organization-other
requirement	O
,	O
but	O
was	O
unsuccessful	O
with	O
only	O
two	O
being	O
built	O
,	O
the	O
Armstrong	product-airplane
Whitworth	product-airplane
Atlas	product-airplane
being	O
preferred	O
.	O

Ratmalana	location-other
airport	location-other
at	O
one	O
time	O
had	O
the	O
country	O
's	O
main	O
air	O
terminal	O
,	O
with	O
the	O
Douglas	product-airplane
DC-3	product-airplane
Dakota	product-airplane
and	O
Lockheed	product-airplane
Constellation	product-airplane
aeroplanes	O
of	O
Air	organization-company
Ceylon	organization-company
flying	O
out	O
of	O
it	O
.	O

During	O
early	O
1994	O
the	O
170th	product-airplane
FS	product-airplane
started	O
to	O
exchange	O
their	O
Block	product-airplane
15	product-airplane
F-16A/B	product-airplane
for	O
Block	product-airplane
30	product-airplane
F-16C/D	product-airplane
Fighting	product-airplane
Falcon	product-airplane
with	O
the	O
big	O
inlet	O
design	O
.	O

The	O
Tudors	product-airplane
were	O
withdrawn	O
from	O
service	O
by	O
the	O
airline	O
pending	O
investigation	O
.	O

Under	O
Republic	organization-company
Airways	organization-company
ownership	O
,	O
the	O
aircraft	O
was	O
re-registered	O
as	O
N167HQ	product-airplane
,	O
operating	O
for	O
Midwest	organization-company
Airlines	organization-company
,	O
a	O
former	O
subsidiary	O
of	O
Republic	O
,	O
and	O
later	O
for	O
fellow	O
Republic	O
subsidiary	O
(	O
at	O
the	O
time	O
)	O
Frontier	organization-company
Airlines	organization-company
,	O
until	O
late	O
2013	O
.	O

The	O
Valiant	product-airplane
was	O
the	O
first	O
of	O
the	O
V	O
bombers	O
to	O
become	O
operational	O
,	O
and	O
was	O
followed	O
by	O
the	O
Handley	product-airplane
Page	product-airplane
Victor	product-airplane
and	O
the	O
Avro	product-airplane
Vulcan	product-airplane
.	O

Pan-Am	product-airplane
's	product-airplane
314	product-airplane
was	O
removed	O
from	O
scheduled	O
service	O
in	O
1946	O
and	O
the	O
seven	O
serviceable	O
B-314s	product-airplane
were	O
purchased	O
by	O
the	O
start-up	organization-company
airline	organization-company
New	organization-company
World	organization-company
Airways	organization-company
.	O

The	O
Vickers	product-airplane
Wellington	product-airplane
was	O
a	O
twin-engined	O
long-range	O
medium	O
bomber	O
,	O
initially	O
powered	O
by	O
a	O
pair	O
of	O
Bristol	product-other
Pegasus	product-other
radial	O
engines	O
,	O
which	O
drove	O
a	O
pair	O
of	O
de	product-other
Havilland	product-other
two-pitch	product-other
propellers	product-other
.	O

Ryan	O
built	O
1,240	O
Navions	product-airplane
(	O
powered	O
by	O
Continental	O
O-470	O
engines	O
or	O
Lycoming	O
O-435	O
engines	O
)	O
,	O
including	O
163	O
aircraft	O
for	O
the	O
US	location-GPE
armed	O
forces	O
,	O
before	O
production	O
ended	O
in	O
1951	O
,	O
with	O
Ryan	organization-company
wanting	O
to	O
concentrate	O
on	O
defense	O
production	O
.	O

The	O
Lockheed	product-airplane
R6V	product-airplane
Constitution	product-airplane
was	O
a	O
large	O
,	O
propeller-driven	O
,	O
double-decker	O
transport	O
aircraft	O
developed	O
in	O
the	O
1940s	O
by	O
Lockheed	organization-company
as	O
a	O
long-range	O
,	O
high-capacity	O
transport	O
and	O
airliner	O
for	O
the	O
U.S.	organization-government,governmentagency
Navy	organization-government,governmentagency
and	O
Pan	organization-company
American	organization-company
Airways	organization-company
.	O

With	O
II./KG	product-airplane
54	product-airplane
and	O
escorted	O
by	O
103	product-airplane
Bf	product-airplane
110s	product-airplane
from	O
ZG	product-airplane
2	product-airplane
,	O
ZG	product-airplane
76	product-airplane
and	O
V.	product-airplane
(	product-airplane
Z	product-airplane
)	product-airplane
/LG	product-airplane
1	product-airplane
,	O
KG	product-airplane
51	product-airplane
were	O
intercepted	O
by	O
17	O
,	O
87	O
and	O
No	O
.	O

The	O
SkyFox	product-airplane
HD	product-airplane
helicopter	product-airplane
operated	O
by	O
WNYW	organization-media,newspaper
when	O
used	O
by	O
WNBC	organization-media,newspaper
was	O
called	O
``	O
Chopper	product-airplane
4	product-airplane
``	O
on-air	O
.	O

The	O
shortest	O
time	O
between	O
New	location-GPE
York	location-GPE
and	O
London	location-GPE
was	O
by	O
Lieutenant	person-other
Commander	person-other
Peter	person-other
Goddard	person-other
,	O
a	O
passenger	O
in	O
a	O
Royal	product-airplane
Navy	product-airplane
McDonnell	product-airplane
Douglas	product-airplane
Phantom	product-airplane
(	O
callsign	O
'	O
Royal	product-airplane
Blue	product-airplane
3	product-airplane
'	O
,	O
serial	O
XT859	product-airplane
)	O
in	O
5	O
hours	O
11	O
minutes	O
.	O

Over	O
Rabaul	location-GPE
,	O
New	location-GPE
Britain	location-GPE
,	O
on	O
11	O
November	O
1943	O
,	O
Hellcats	product-airplane
and	O
F4U	product-airplane
Corsairs	product-airplane
were	O
engaged	O
in	O
day-long	O
fights	O
with	O
many	O
Japanese	location-GPE
aircraft	O
including	O
A6M	product-airplane
Zeros	product-airplane
,	O
claiming	O
nearly	O
50	O
aircraft	O
.	O

``	O
Coastal	art-film
Command	art-film
``	O
is	O
a	O
documentary-style	O
account	O
of	O
the	O
Short	location-GPE
Sunderland	location-GPE
and	O
Consolidated	product-airplane
PBY	product-airplane
Catalina	product-airplane
flying	O
boats	O
during	O
the	O
Battle	event-attack,battle,war,militaryconflict
of	event-attack,battle,war,militaryconflict
the	event-attack,battle,war,militaryconflict
Atlantic	event-attack,battle,war,militaryconflict
.	O

An	O
Airbus	product-airplane
A340-313	product-airplane
is	O
chartered	O
from	O
Surinam	organization-company
Airways	organization-company
and	O
has	O
been	O
used	O
for	O
international	O
and	O
long	O
haul	O
flights	O
.	O

The	O
last	O
mission	O
to	O
use	O
the	O
maneuver	O
was	O
the	O
Apollo–Soyuz	product-other
Test	product-other
Project	product-other
mission	O
,	O
in	O
which	O
the	O
Apollo	product-other
CSM	product-other
docked	O
to	O
a	O
specially	O
designed	O
adapter	O
module	O
which	O
carried	O
docking	O
equipment	O
compatible	O
with	O
the	O
Soyuz	product-airplane
19	product-airplane
spacecraft	O
.	O

In	O
March	O
1945	O
the	O
USAAF	organization-other
PR	organization-other
squadrons	organization-other
from	O
nearby	O
RAF	location-other
Mount	location-other
Farm	location-other
moved	O
to	O
Chalgrove	location-GPE
with	O
their	O
P-51	product-airplane
Mustang	product-airplane
and	O
P-38	product-airplane
Lightning	product-airplane
aircraft	O
.	O

The	O
attacks	O
had	O
been	O
poorly	O
coordinated	O
,	O
but	O
the	O
Devastator	product-airplane
was	O
immediately	O
withdrawn	O
from	O
front-line	O
service	O
.	O

Following	O
the	O
testing	O
of	O
two	O
prototypes	O
,	O
the	O
A13	product-airplane
was	O
ordered	O
into	O
production	O
.	O

A	product-airplane
P-3A	product-airplane
``	O
Orion	O
''	O
replaced	O
their	O
NC-121K	product-airplane
,	O
which	O
had	O
become	O
the	O
last	O
``	O
Connie	O
''	O
in	O
the	O
Navy	O
.	O

The	O
captain	O
and	O
pilot	O
in	O
command	O
was	O
27-year-old	O
Alexei	person-other
Oganesyan	person-other
,	O
who	O
had	O
2,811	O
flight	O
hours	O
,	O
including	O
1,622	O
hours	O
on	O
the	O
CRJ-100	product-airplane
,	O
(	O
217	O
hours	O
as	O
captain	O
and	O
1,405	O
as	O
a	O
first	O
officer	O
)	O
.	O

The	O
first	O
Spitfires	product-airplane
in	O
the	O
Far	location-GPE
East	location-GPE
were	O
two	O
photo-reconnaissance	O
(	O
PR	O
IV	O
)	O
aircraft	O
which	O
operated	O
from	O
airfields	O
in	O
India	location-GPE
from	O
October	O
1942	O
.	O

On	O
the	O
second	O
day	O
of	O
the	O
operation	O
,	O
Schmidt	person-soldier
claimed	O
his	O
16th	O
victory	O
,	O
a	O
Mikoyan-Gurevich	product-airplane
MiG-1	product-airplane
fighter	product-airplane
.	O

It	O
was	O
structurally	O
similar	O
to	O
the	O
earlier	O
Miles	product-airplane
M.2F	product-airplane
Hawk	product-airplane
Major	product-airplane
family	O
,	O
but	O
had	O
side-by-side	O
seating	O
for	O
two	O
behind	O
the	O
pilot	O
in	O
a	O
glazed	O
cockpit	O
.	O

The	O
Potez	product-airplane
62	product-airplane
was	O
a	O
high-wing	O
twin-engine	O
monoplane	O
.	O

The	O
Bell	product-airplane
UH-1	product-airplane
Iroquois	product-airplane
experienced	O
a	O
production	O
number	O
in	O
the	O
thousands	O
(	O
both	O
short	O
and	O
long-frame	O
types	O
)	O
,	O
and	O
many	O
are	O
in	O
service	O
in	O
nations	O
around	O
the	O
world	O
.	O

In	O
2004	O
,	O
the	O
squadron	O
retired	O
the	O
C-141	product-airplane
and	O
began	O
operate	O
the	O
C-5A	product-airplane
Galaxy	product-airplane
.	O

5	O
Squadron	organization-other
RNZAF	organization-other
moved	O
to	O
Fiji	location-GPE
with	O
Short	product-airplane
Singapores	product-airplane
and	O
Vickers	product-airplane
Vildebeest	product-airplane
and	O
Vincent	product-airplane
biplanes	product-airplane
.	O

Ryan	organization-company
International	organization-company
Airlines	organization-company
was	O
also	O
unaware	O
of	O
these	O
accidents	O
when	O
they	O
purchased	O
the	O
DC-9	product-airplane
s	O
.	O

In	O
1989	O
,	O
United	product-airplane
Airlines	product-airplane
Flight	product-airplane
232	product-airplane
suffered	O
an	O
uncontained	O
engine	O
failure	O
in	O
the	O
#	O
2	O
(	O
tail	O
)	O
engine	O
,	O
which	O
caused	O
total	O
hydraulic	O
system	O
failure	O
.	O

The	O
aircraft	O
used	O
was	O
a	O
Boeing	product-airplane
727-200	product-airplane
purchased	O
by	O
the	O
television	O
production	O
companies	O
,	O
registration	O
``	O
XB-MNP	product-airplane
``	O
(	O
formerly	O
N293AS	O
)	O
.	O

Owing	O
to	O
the	O
different	O
headings	O
taken	O
by	O
the	O
two	O
planes	O
,	O
TWA	organization-company
's	O
crossing	O
of	O
the	O
Painted	location-road,railway,highway,transit
Desert	location-road,railway,highway,transit
line	location-road,railway,highway,transit
,	O
assuming	O
no	O
further	O
course	O
changes	O
,	O
would	O
be	O
at	O
a	O
13-degree	O
angle	O
relative	O
to	O
that	O
of	O
the	product-airplane
United	product-airplane
flight	product-airplane
,	O
with	O
the	O
Constellation	product-airplane
to	O
the	O
left	O
of	O
the	O
DC-7	product-airplane
.	O

The	O
Starship	O
was	O
a	O
former	O
United	product-airplane
Airlines	product-airplane
Boeing	product-airplane
720	product-airplane
passenger	product-airplane
jet	product-airplane
,	O
bought	O
by	O
Bobby	person-other
Sherman	person-other
and	O
his	O
manager	O
,	O
Ward	person-other
Sylvester	person-other
,	O
and	O
leased	O
to	O
touring	O
musical	O
artists	O
in	O
the	O
mid-1970s	O
.	O

The	O
Cessna	product-airplane
Model	product-airplane
A	product-airplane
was	O
a	O
1920s	O
American	product-airplane
high-wing	product-airplane
four-seat	product-airplane
tourer	product-airplane
built	O
by	O
the	O
Cessna	organization-company
Aircraft	organization-company
Company	organization-company
,	O
the	O
first	O
in	O
a	O
long	O
line	O
of	O
high-wing	O
single-engined	O
monoplanes	O
.	O

The	O
second	O
time	O
,	O
on	O
22	O
July	O
1938	O
,	O
he	O
fell	O
to	O
an	O
escorting	O
I-16s	product-airplane
after	O
shooting	O
down	O
a	O
Tupolev	product-airplane
SB-2	product-airplane
bomber	product-airplane
,	O
and	O
bailing	O
out	O
to	O
become	O
a	O
prisoner	O
.	O

It	O
served	O
in	O
the	O
reconnaissance	O
role	O
until	O
1992	O
,	O
when	O
it	O
received	O
Boeing	product-airplane
KC-135	product-airplane
Stratotankers	product-airplane
and	O
converted	O
to	O
an	O
air	O
refueling	O
mission	O
.	O

Anti-	O
Fidel	person-politician
Castro	person-politician
terrorist	O
Luis	person-other
Posada	person-other
Carriles	person-other
was	O
condemned	O
for	O
the	O
Cubana	product-airplane
Flight	product-airplane
455	product-airplane
bombing	O
on	O
6	O
October	O
1976	O
.	O

The	O
VIM	product-airplane
or	O
Vickers	product-airplane
Instructional	product-airplane
Machine	product-airplane
was	O
a	O
trainer	O
biplane	O
aircraft	O
built	O
for	O
the	O
Republic	location-GPE
of	location-GPE
China	location-GPE
by	O
Vickers	product-airplane
from	O
war-surplus	O
stocks	O
of	O
Royal	organization-company
Aircraft	organization-company
Factory	organization-company
F.E.2d	product-other
parts	O
,	O
powered	O
by	O
a	O
surplus	O
Rolls	product-other
Royce	product-other
Eagle	product-other
engine	O
,	O
but	O
fitted	O
with	O
an	O
entirely	O
new	O
nacelle	O
,	O
providing	O
dual	O
controls	O
for	O
the	O
pupil	O
and	O
instructor	O
.	O

On	O
1	O
March	O
1977	O
,	O
Secretary	O
of	O
the	O
Navy	O
W	O
.	O
Graham	person-other
Claytor	person-other
announced	O
that	O
the	O
F-18	product-airplane
would	O
be	O
named	O
``	O
Hornet	product-airplane
``	O
.	O

When	O
the	O
55th	organization-other
Strategic	organization-other
Reconnaissance	organization-other
Wing	organization-other
relocated	O
to	O
Offutt	location-other
Air	location-other
Force	location-other
Base	location-other
on	O
16	O
August	O
1966	O
,	O
the	O
38th	organization-other
took	organization-other
over	organization-other
the	organization-other
Operation	organization-other
Looking	organization-other
Glass	organization-other
mission	O
from	O
the	O
34th	organization-other
Air	organization-other
Refueling	organization-other
